url,address,price,State of the property,Availability,Number of bedrooms,postal_code,city,Surface bedroom 1,Livable surface,Furnished,Kitchen equipment,Kitchen type,Number of showers,Number of toilets,Type of heating,Type of glazing,Entry phone,Elevator,Access for disabled,Floor of appartment,Number of facades,Number of floors,Garden,Terrace,Surface terrace,Swimming pool,Specific primary energy consumption,Validity date EPC/PEB,CO2 emission,Certification - Electrical installation,Flooding Area type,Demarcated flooding area
https://immovlan.be/en/detail/apartment/for-sale/2800/mechelen/rbu23662,Frans Halsvest 15/3,239000,Normal,On contract,1,2800,mechelen,,61 m²,No,,,,1,Gas,,,No,,3,2,,No,Yes,,,208 kWh/m²/year,26/07/2035,,"yes, certificate in accordance",no flooding area,(information not available)
https://immovlan.be/en/detail/apartment/for-sale/2800/mechelen/rbu20347,Elektriciteitstraat 31 807,179000,,,1,2800,mechelen,,46 m²,No,,,,1,Gas,,,Yes,,8,,,No,Yes,10 m²,,108 kWh/m²/year,17/04/2035,,"yes, certificate in accordance",no flooding area,(information not available)
https://immovlan.be/en/detail/studio/for-sale/3680/maaseik/rbt33600,3680 Maaseik,149000,,,1,3680,maaseik,,58 m²,,,,,,Electricity,Double glass,,,,2,,,,,,,344 kWh/m²/year,05/05/2035,,,(information not available),(information not available)
https://immovlan.be/en/detail/apartment/for-sale/3680/maaseik/rbu05620,Van Eycklaan 95 8,235000,Normal,,3,3680,maaseik,,117 m²,,,,,1,Fuel oil,Simple glass,Yes,Yes,,4,2,1,No,Yes,,,270 kWh/m²/year,,,,(information not available),(information not available)
https://immovlan.be/en/detail/apartment/for-sale/2800/mechelen/rbu19705,Antwerpsesteenweg 82 2,194000,To be renovated,On contract,2,2800,mechelen,,62 m²,No,,,,1,,,,No,,2,,,No,Yes,45 m²,,487 kWh/m²/year,01/07/2035,,Not applicable,no flooding area,(information not available)
https://immovlan.be/en/detail/apartment/for-sale/3680/maaseik/rbs87485,3680 Maaseik,565000,,On contract,3,3680,maaseik,,210 m²,,,,,,Gas,,,Yes,,1,,,,Yes,30 m²,,87 kWh/m²/year,16/04/2029,,,(information not available),(information not available)
https://immovlan.be/en/detail/apartment/for-sale/2800/mechelen/rbu26369,Borchtstraat 26 101,285000,Normal,,2,2800,mechelen,,85 m²,,,,,,Gas,Double glass,Yes,Yes,No,1,,6,,Yes,,,129 kWh/m²/year,12/01/2033,,Not applicable,no flooding area,(information not available)
https://immovlan.be/en/detail/apartment/for-sale/2800/mechelen/rbu20205,Elektriciteitstraat 31 1301,229000,Normal,On contract,2,2800,mechelen,,75 m²,No,,,,1,Gas,,,Yes,,13,2,17,No,Yes,,,191 kWh/m²/year,26/02/2035,,"yes, certificate in accordance",no flooding area,(information not available)
https://immovlan.be/en/detail/apartment/for-sale/3680/maaseik/rbt36757,3680 Maaseik,749000,,On contract,2,3680,maaseik,,89 m²,,,,,,,,,,,,,,Yes,Yes,,,73 kWh/m²/year,14/12/2028,,,(information not available),(information not available)
https://immovlan.be/en/detail/apartment/for-sale/3680/maaseik/rbu09205,Stationsstraat 42 9,369000,Normal,,4,3680,maaseik,,180 m²,No,,,,2,Gas,,,Yes,,3,,,No,Yes,,,110 kWh/m²/year,,,"No, certificate does not comply",no flooding area,(information not available)
https://immovlan.be/en/detail/apartment/for-sale/3680/maaseik/rbu19358,Hepperstraat 10 3,239500,,On contract,,3680,maaseik,,,,,,,,,,,No,No,3,,,No,Yes,,,,,,,no flooding area,(information not available)
https://immovlan.be/en/detail/apartment/for-sale/3680/maaseik/rbj73860,3680 Maaseik,95000,,On contract,,3680,maaseik,,100 m²,,,,,,,Double glass,,,,,,,,,,,,,,,no flooding area,(information not available)
https://immovlan.be/en/detail/apartment/for-sale/3680/maaseik/rbu05105,Van Eycklaan 78 7,274000,Normal,Immediately,3,3680,maaseik,,150 m²,No,,,,1,Gas,,,Yes,,3,2,,No,Yes,,,152 kWh/m²/year,,,"No, certificate does not comply",no flooding area,(information not available)
https://immovlan.be/en/detail/apartment/for-sale/3680/maaseik/rbt27527,3680 Maaseik,195000,,,2,3680,maaseik,,104 m²,,,,,,Electricity,Double glass,,,,1,,,,Yes,,,407 kWh/m²/year,04/05/2035,,,(information not available),(information not available)
https://immovlan.be/en/detail/apartment/for-sale/3680/maaseik/rbt73417,Koningin Astridlaan 72 1,239000,,On contract,1,3680,maaseik,,73 m²,,,,,1,Gas,Double glass,,No,No,,,,No,Yes,30 m²,,168 kWh/m²/year,,,,no flooding area,(information not available)
https://immovlan.be/en/detail/apartment/for-sale/3680/maaseik/rbt99454,3680 Maaseik,329000,,On contract,3,3680,maaseik,,117 m²,,,,,,Fuel oil,Double glass,,,,,,,Yes,Yes,,,426 kWh/m²/year,28/11/2034,,,(information not available),(information not available)
https://immovlan.be/en/detail/apartment/for-sale/3680/maaseik/rbu20635,Vullerstraat 18 1,269900,,On contract,1,3680,maaseik,,,,,,,1,Gas,Double glass,,No,No,,,,No,Yes,1 m²,,94 kWh/m²/year,,,,no flooding area,(information not available)
https://immovlan.be/en/detail/apartment/for-sale/3740/beverst/rbu05547,Langblookstraat 1 1.3,195000,,On contract,2,3740,beverst,,77 m²,,,,,,Electricity,,,No,No,1,,,No,No,,,341 kWh/m²/year,,,,possible flooding area,(information not available)
https://immovlan.be/en/detail/apartment/for-sale/8940/wervik/rbu23890,Geluwestraat 10 0102,225000,Normal,,2,8940,wervik,,86 m²,No,,,,1,Gas,,,Yes,,1,3,,No,Yes,,,115 kWh/m²/year,,,Not applicable,no flooding area,(information not available)
https://immovlan.be/en/detail/apartment/for-sale/3390/tielt-winge/rbt29359,Dorpsstraat 1,299750,New,,2,3390,tielt-winge,,111 m²,No,Fully equipped,Western kitchen,,,Hot air,,,Yes,Yes,,2,1,,Yes,12 m²,No,20 kWh/m²/year,,,"yes, certificate in accordance",(information not available),(information not available)
https://immovlan.be/en/detail/apartment/for-sale/1600/sint-pieters-leeuw/rbt79405,Acacialaan 17 GV links,215000,To be renovated,,1,1600,sint-pieters-leeuw,14 m²,54 m²,No,Fully equipped,Western kitchen,,,Gas,Double glass,Yes,No,,,,,Yes,Yes,,No,294 kWh/m²/year,19/06/2035,,"No, certificate does not comply",(information not available),(information not available)
https://immovlan.be/en/detail/duplex/for-sale/3740/beverst/rbt46642,Appelveldstraat 1 14,248000,,On contract,3,3740,beverst,,136 m²,,,,,2,Gas,Double glass,,Yes,No,1,,2,No,No,,,150 kWh/m²/year,,,,possible flooding area,(information not available)
https://immovlan.be/en/detail/ground-floor/for-sale/3740/beverst/rbt39022,Bunderstraat 7,299000,,,2,3740,beverst,,244 m²,,Fully equipped,,,1,Gas,,,No,No,0,,,No,Yes,39 m²,,286 kWh/m²/year,,,,no flooding area,(information not available)
https://immovlan.be/en/detail/apartment/for-sale/1600/sint-pieters-leeuw/rbu20356,Petrus Deboeckstraat 40 1eV,269000,To be renovated,On contract,2,1600,sint-pieters-leeuw,13 m²,74 m²,No,Partially equipped,Kitchenette,,1,Gas,Double glass,Yes,No,No,1,3,2,No,Yes,,No,196 kWh/m²/year,23/08/2035,,"No, certificate does not comply",(information not available),(information not available)
https://immovlan.be/en/detail/duplex/for-sale/3390/tielt/rbs46536,Halensebaan 14 0103,325000,Normal,Negotiable,2,3390,tielt,,104 m²,No,,,,,Gas,Double glass,Yes,No,No,,,,No,Yes,,,38 kWh/m²/year,10/03/2030,,No certificate,no flooding area,(information not available)
https://immovlan.be/en/detail/ground-floor/for-sale/1600/sint-pieters-leeuw/rbt33897,Platanenlaan 48 1,235000,Normal,,1,1600,sint-pieters-leeuw,14 m²,85 m²,No,Partially equipped,Kitchenette,1,1,Gas,Double glass,Yes,No,No,0,3,2,Yes,Yes,,No,386 kWh/m²/year,,,"No, certificate does not comply",no flooding area,(information not available)
https://immovlan.be/en/detail/duplex/for-sale/1600/sint-pieters-leeuw/rbt67166,Frans Timmermansstraat 33 6,374000,Excellent,,3,1600,sint-pieters-leeuw,16 m²,130 m²,,Fully equipped,,,1,Electricity,Double glass,Yes,,,2,2,3,Yes,Yes,4 m²,,299 kWh/m²/year,24/05/2035,,"yes, certificate in accordance",no flooding area,(information not available)
https://immovlan.be/en/detail/apartment/for-sale/1600/sint-pieters-leeuw/rbt33898,Platanenlaan 48 2,249000,Normal,,2,1600,sint-pieters-leeuw,10 m²,77 m²,No,Partially equipped,Kitchenette,,1,Gas,Double glass,,No,No,1,3,2,No,Yes,5 m²,No,206 kWh/m²/year,,,"No, certificate does not comply",no flooding area,(information not available)
https://immovlan.be/en/detail/ground-floor/for-sale/1600/sint-pieters-leeuw/rbu16342,Galgstraat 36A B1,219000,Normal,,1,1600,sint-pieters-leeuw,14 m²,73 m²,,,,,1,Gas,Double glass,,,,0,2,2,No,Yes,7 m²,,346 kWh/m²/year,11/08/2035,,"No, certificate does not comply",no flooding area,(information not available)
https://immovlan.be/en/detail/apartment/for-sale/1600/sint-pieters-leeuw/rbt96434,Bergensesteenweg 280,545000,Excellent,,,1600,sint-pieters-leeuw,,253 m²,,,,,,Gas,Double glass,,,,0,,3,No,No,,,260 kWh/m²/year,05/07/2035,3294,"No, certificate does not comply",no flooding area,(information not available)
https://immovlan.be/en/detail/duplex/for-sale/1600/sint-pieters-leeuw/rbt97647,Seringenstraat 26 02,273000,,On contract,2,1600,sint-pieters-leeuw,,96 m²,,,,,2,Not specified,Triple glass,,No,No,2,,,Yes,Yes,,,,,,,no flooding area,(information not available)
https://immovlan.be/en/detail/apartment/for-sale/1600/sint-pieters-leeuw/rbt83783,Jan Vanderstraetenstraat 109 1V,280000,Excellent,,2,1600,sint-pieters-leeuw,13 m²,85 m²,,,,,1,Gas,Double glass,,,,1,,3,No,Yes,1 m²,,87 kWh/m²/year,27/06/2035,1426,"No, certificate does not comply",no flooding area,(information not available)
https://immovlan.be/en/detail/apartment/for-sale/1602/vlezenbeek/rbt96325,Dorp 18 2,319000,Normal,On contract,2,1602,vlezenbeek,16 m²,80 m²,No,Fully equipped,Western kitchen,1,1,Gas,Double glass,Yes,Yes,No,1,,2,No,Yes,,No,128 kWh/m²/year,11/07/2035,,"yes, certificate in accordance",no flooding area,(information not available)
https://immovlan.be/en/detail/apartment/for-sale/1600/sint-pieters-leeuw/vbd18309,Bergensesteenweg 106d 17,299000,,On contract,2,1600,sint-pieters-leeuw,,85 m²,No,,,1,1,Gas,,,Yes,,3,2,3,No,Yes,7 m²,,93 kWh/m²/year,10/09/2027,,Not applicable,(information not available),(information not available)
https://immovlan.be/en/detail/apartment/for-sale/1601/ruisbroek/rbu22585,Karel Gilsonstraat 12B,375000,Normal,Immediately,3,1601,ruisbroek,16 m²,134 m²,No,,,,1,,Double glass,,No,No,0,,,No,Yes,80 m²,,374 kWh/m²/year,,,,(information not available),(information not available)
https://immovlan.be/en/detail/apartment/for-sale/1600/sint-pieters-leeuw/rbs64656,Joseph Depauwstraat 52 2.1,235000,Excellent,,1,1600,sint-pieters-leeuw,19 m²,76 m²,No,Fully equipped,Western kitchen,,1,Fuel oil,Double glass,Yes,No,No,2,,2,No,No,,,175 kWh/m²/year,,,"yes, certificate in accordance",no flooding area,(information not available)
https://immovlan.be/en/detail/apartment/for-sale/1600/sint-pieters-leeuw/rbt33899,Platanenlaan 48 1,249000,Normal,,2,1600,sint-pieters-leeuw,10 m²,77 m²,,Partially equipped,Kitchenette,,1,Gas,Double glass,,No,No,2,3,2,No,Yes,5 m²,No,218 kWh/m²/year,,,"No, certificate does not comply",no flooding area,(information not available)
https://immovlan.be/en/detail/apartment/for-sale/1600/sint-pieters-leeuw/rbt96324,Dorp 18 2,319000,Normal,On contract,2,1600,sint-pieters-leeuw,16 m²,80 m²,No,Fully equipped,Western kitchen,1,1,Gas,Double glass,Yes,Yes,No,1,,2,No,Yes,,No,128 kWh/m²/year,11/07/2035,,"yes, certificate in accordance",no flooding area,(information not available)
https://immovlan.be/en/detail/apartment/for-sale/1601/ruisbroek/rbt47322,Kerkplein 1 6,240000,Excellent,,2,1601,ruisbroek,14 m²,85 m²,,Fully equipped,,,1,Gas,Double glass,,Yes,,1,2,3,No,Yes,7 m²,No,150 kWh/m²/year,,,"yes, certificate in accordance",no flooding area,(information not available)
https://immovlan.be/en/detail/apartment/for-sale/1600/sint-pieters-leeuw/rbt97649,Seringenstraat 26 01,257000,,On contract,2,1600,sint-pieters-leeuw,,67 m²,,,,,1,Not specified,Triple glass,,No,No,1,,,Yes,Yes,,,,,,,no flooding area,(information not available)
https://immovlan.be/en/detail/apartment/for-sale/3060/bertem/rbt02276,Tervuursesteenweg 107,323000,,,,3060,bertem,,,,,,,,Not specified,Double glass,,Yes,No,,,,Yes,Yes,10 m²,,,,,,no flooding area,(information not available)
https://immovlan.be/en/detail/apartment/for-sale/3061/leefdaal/rbs80754,3061 Leefdaal,380000,New,,2,3061,leefdaal,,95 m²,No,,,,,,,,Yes,,1,,3,No,Yes,10 m²,,,,,"yes, certificate in accordance",(information not available),(information not available)
https://immovlan.be/en/detail/apartment/for-sale/3060/bertem/rbu03630,Tervuursesteenweg 107 1.3,542815,,,3,3060,bertem,,114 m²,,,,,,,,,No,No,,,,No,Yes,40 m²,,,,,,no flooding area,(information not available)
https://immovlan.be/en/detail/duplex/for-sale/3060/bertem/rbu22906,Dorpstraat 105,410000,Fully renovated,Negotiable,3,3060,bertem,,150 m²,No,,,,,Gas,Double glass,,No,No,1,,,No,Yes,20 m²,,153 kWh/m²/year,02/07/2035,,No certificate,no flooding area,(information not available)
https://immovlan.be/en/detail/apartment/for-sale/3061/leefdaal/rbs90635,3061 Leefdaal,465000,New,,2,3061,leefdaal,,121 m²,No,,,,,,,,Yes,,1,,3,No,Yes,10 m²,,,,,"yes, certificate in accordance",(information not available),(information not available)
https://immovlan.be/en/detail/apartment/for-sale/1600/sint-pieters-leeuw/rbt16227,Galgstraat 275 5,249000,Normal,,2,1600,sint-pieters-leeuw,14 m²,75 m²,,Fully equipped,,,1,Fuel oil,Double glass,,Yes,,2,2,4,Yes,No,,,190 kWh/m²/year,04/04/2035,3603,"No, certificate does not comply",possible flooding area,(information not available)
https://immovlan.be/en/detail/apartment/for-sale/3061/leefdaal/rbt78237,Neerijse steenweg 6,645000,New,,3,3061,leefdaal,11 m²,138 m²,,,,,3,,Double glass,Yes,Yes,,2,3,2,Yes,Yes,33 m²,No,,,,"yes, certificate in accordance",no flooding area,(information not available)
https://immovlan.be/en/detail/apartment/for-sale/1601/ruisbroek/vbd21097,Kerkplein 14,249000,Normal,On contract,2,1601,ruisbroek,14 m²,65 m²,No,Fully equipped,Western kitchen,1,,Gas,,,Yes,No,2,3,3,No,Yes,3 m²,No,256 kWh/m²/year,,3504,"No, certificate does not comply",(information not available),(information not available)
https://immovlan.be/en/detail/apartment/for-sale/3061/leefdaal/rbt78238,Neerijse steenweg 6,635000,New,,3,3061,leefdaal,12 m²,155 m²,,,,,2,,Double glass,Yes,Yes,,1,3,2,Yes,Yes,41 m²,No,,,,"yes, certificate in accordance",no flooding area,(information not available)
https://immovlan.be/en/detail/ground-floor/for-sale/3060/bertem/rbu22905,Dorpstraat 105A,367000,Fully renovated,Negotiable,2,3060,bertem,,92 m²,No,,,,,Gas,Double glass,,No,No,,,,No,Yes,15 m²,,148 kWh/m²/year,02/07/2035,,No certificate,no flooding area,(information not available)
https://immovlan.be/en/detail/apartment/for-sale/3061/leefdaal/rbs80753,3061 Leefdaal,370000,New,,1,3061,leefdaal,,94 m²,No,,,,,,,,Yes,,1,,3,No,Yes,10 m²,,,,,"yes, certificate in accordance",(information not available),(information not available)
https://immovlan.be/en/detail/apartment/for-sale/9890/gavere/rbi26769,Egmont Park 10 20 01,471000,,,2,9890,gavere,,134 m²,,Fully equipped,,,2,Not specified,,,Yes,No,2,,,,Yes,29 m²,,1 kWh/m²/year,,,,no flooding area,(information not available)
https://immovlan.be/en/detail/apartment/for-sale/9890/gavere/rbo93616,Egmont Park 11,382500,New,,3,9890,gavere,12 m²,112 m²,No,Super equipped,,,1,Gas,Double glass,Yes,Yes,,1,4,3,,Yes,10 m²,No,1 kWh/m²/year,,,"yes, certificate in accordance",no flooding area,(information not available)
https://immovlan.be/en/detail/duplex/for-sale/9890/gavere/rbu07566,Onderstraat 9,443875,New,,3,9890,gavere,12 m²,146 m²,No,Super equipped,,,1,Gas,Double glass,Yes,Yes,,2,4,2,No,Yes,11 m²,,1 kWh/m²/year,,,"yes, certificate in accordance",no flooding area,(information not available)
https://immovlan.be/en/detail/ground-floor/for-sale/9890/gavere/rbs48242,Egmont Park 11,273700,New,,1,9890,gavere,14 m²,76 m²,No,Super equipped,,,1,Gas,Double glass,Yes,Yes,,0,4,3,,Yes,11 m²,,1 kWh/m²/year,,,"yes, certificate in accordance",no flooding area,(information not available)
https://immovlan.be/en/detail/duplex/for-sale/9890/gavere/rbo93623,Onderstraat 9,443875,New,,3,9890,gavere,12 m²,146 m²,No,Super equipped,,,1,Gas,Double glass,Yes,Yes,,2,4,2,,Yes,11 m²,,1 kWh/m²/year,,,"yes, certificate in accordance",no flooding area,(information not available)
https://immovlan.be/en/detail/apartment/for-sale/9890/gavere/rbs58799,Egmont Park 11,369650,New,,2,9890,gavere,15 m²,126 m²,No,Super equipped,,,1,Gas,Double glass,Yes,Yes,,1,4,3,,Yes,11 m²,,1 kWh/m²/year,,,"yes, certificate in accordance",no flooding area,(information not available)
https://immovlan.be/en/detail/apartment/for-sale/9890/gavere/rbs48241,Egmont Park 11,284200,New,,1,9890,gavere,14 m²,76 m²,No,Super equipped,,,1,Gas,Double glass,Yes,Yes,,3,4,3,,Yes,11 m²,,,,,"yes, certificate in accordance",no flooding area,(information not available)
https://immovlan.be/en/detail/ground-floor/for-sale/9890/gavere/rbs58801,Egmont Park 11,273700,New,,1,9890,gavere,12 m²,76 m²,No,Super equipped,,,1,Gas,Double glass,Yes,Yes,,0,4,3,,Yes,10 m²,No,1 kWh/m²/year,,,"yes, certificate in accordance",no flooding area,(information not available)
https://immovlan.be/en/detail/ground-floor/for-sale/9890/gavere/rbo93621,Egmont Park 11,273700,New,,1,9890,gavere,12 m²,76 m²,No,Super equipped,,,1,Gas,Double glass,Yes,Yes,,0,4,3,,Yes,10 m²,No,1 kWh/m²/year,,,"yes, certificate in accordance",no flooding area,(information not available)
https://immovlan.be/en/detail/apartment/for-sale/9890/gavere/rbs58800,Egmont Park 11,284200,New,,1,9890,gavere,14 m²,76 m²,No,Super equipped,,,1,Gas,Double glass,Yes,Yes,,3,4,3,,Yes,11 m²,,,,,"yes, certificate in accordance",no flooding area,(information not available)
https://immovlan.be/en/detail/apartment/for-sale/9890/gavere/rbo93614,Egmont Park 11,382500,New,,3,9890,gavere,12 m²,111 m²,No,Super equipped,,,1,Gas,Double glass,Yes,Yes,,2,4,3,Yes,Yes,10 m²,No,1 kWh/m²/year,,,"yes, certificate in accordance",no flooding area,(information not available)
https://immovlan.be/en/detail/apartment/for-sale/9890/gavere/rbu07560,Egmont Park 11,394150,New,,3,9890,gavere,15 m²,126 m²,No,Super equipped,,,1,Gas,Double glass,Yes,Yes,,2,4,3,No,Yes,11 m²,,1 kWh/m²/year,,,"yes, certificate in accordance",no flooding area,(information not available)
https://immovlan.be/en/detail/apartment/for-sale/9890/gavere/rbi26758,Egmont Park 10 10 02,345000,,,2,9890,gavere,,101 m²,,Fully equipped,,,1,Not specified,,,Yes,No,1,,,,Yes,9 m²,,1 kWh/m²/year,,,,no flooding area,(information not available)
https://immovlan.be/en/detail/duplex/for-sale/9890/gavere/rbu07567,Onderstraat 9,447375,New,,3,9890,gavere,16 m²,148 m²,No,Super equipped,,,1,Gas,Double glass,Yes,Yes,,2,4,2,No,Yes,11 m²,,1 kWh/m²/year,,,"yes, certificate in accordance",no flooding area,(information not available)
https://immovlan.be/en/detail/apartment/for-sale/9890/gavere/rbu07563,Egmont Park 11,381650,New,,2,9890,gavere,15 m²,126 m²,No,Super equipped,,,1,Gas,Double glass,Yes,Yes,,1,4,3,No,Yes,11 m²,,1 kWh/m²/year,,,"yes, certificate in accordance",no flooding area,(information not available)
https://immovlan.be/en/detail/apartment/for-sale/9890/gavere/rbo93615,Egmont Park 11,340700,New,,2,9890,gavere,14 m²,97 m²,No,Super equipped,,,1,Gas,Double glass,Yes,Yes,,2,4,3,,Yes,10 m²,No,1 kWh/m²/year,,,"yes, certificate in accordance",no flooding area,(information not available)
https://immovlan.be/en/detail/duplex/for-sale/5651/thy-le-chateau/vbd04835,5651 Thy-le-Château,179000,Normal,On contract,1,5651,thy-le-chateau,,99 m²,No,,,,2,Electricity,,,No,,,,,No,Yes,,,203 kWh/m²/year,31/01/2032,,"yes, certificate in accordance",(information not available),(information not available)
https://immovlan.be/en/detail/ground-floor/for-sale/2230/herselt/rbu04076,Blaubergsesteenweg 2 1,350000,Normal,On contract,3,2230,herselt,,126 m²,No,,,,1,Gas,,,No,,,3,,Yes,Yes,,,114 kWh/m²/year,,,"yes, certificate in accordance",no flooding area,(information not available)
https://immovlan.be/en/detail/apartment/for-sale/2230/herselt/rbt78857,Ramselsesteenweg 197 02/01,375000,Excellent,,2,2230,herselt,,125 m²,,Super equipped,,,1,Gas,Double glass,Yes,Yes,,2,2,1,,Yes,44 m²,,91 kWh/m²/year,31/08/2027,,"yes, certificate in accordance",no flooding area,(information not available)
https://immovlan.be/en/detail/duplex/for-sale/9890/gavere/rbo93622,Onderstraat 9,447375,New,,3,9890,gavere,16 m²,148 m²,No,Super equipped,,,1,Gas,Double glass,Yes,Yes,,2,4,2,,Yes,11 m²,,1 kWh/m²/year,,,"yes, certificate in accordance",no flooding area,(information not available)
